ID,mag_name,assembly_type,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,closest_placement_ani,completeness,contamination,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,host_species,AB_batch,taxonomy_level,sample_type
EHM030374,EHA01896_bin.36.fa,Individual,EHA01896,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__,0.00,60.44,0.64,1490677,31.00%,10977.00,169,1466,43,1160,747,279,19,Canis familiaris,ABB0246,Genus,Faecal
EHM030392,EHA01893_bin.18.fa,Individual,EHA01893,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__,81.24,51.93,5.34,3632539,27.00%,2220.00,1602,1755,45,624,205,1114,63,Canis familiaris,ABB0246,Genus,Faecal
EHM030532,EHA01892_bin.5.fa,Individual,EHA01892,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__,0.00,94.81,0.37,2450117,31.00%,41047.00,74,2225,73,1838,1218,353,16,Canis familiaris,ABB0246,Genus,Faecal
EHM030973,EHA01873_bin.15.fa,Individual,EHA01873,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__,0.00,70.23,1.95,2028691,30.00%,15445.00,197,1999,69,1555,972,408,20,Canis familiaris,ABB0246,Genus,Faecal
EHM029837,EHA01876_bin.19.fa,Individual,EHA01876,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp900555845,0.00,62.13,9.47,2040185,28.00%,8024.00,326,1984,48,1538,897,416,21,Canis familiaris,ABB0246,Species,Faecal
EHM029862,EHA01882_bin.25.fa,Individual,EHA01882,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp900555845,97.71,62.33,6.77,1313657,30.00%,4559.00,340,1081,22,886,591,180,17,Canis familiaris,ABB0246,Species,Faecal
EHM029923,EHA01886_bin.14.fa,Individual,EHA01886,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp900555845,98.18,100.00,2.17,2440048,29.00%,37202.00,93,2326,58,1873,1266,422,18,Canis familiaris,ABB0246,Species,Faecal
EHM030048,EHA01881_bin.21.fa,Individual,EHA01881,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp900555845,98.15,75.48,3.20,1081018,29.00%,5960.00,227,1039,17,737,462,293,28,Canis familiaris,ABB0246,Species,Faecal
EHM030086,EHA01878_bin.26.fa,Individual,EHA01878,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp900555845,97.97,64.52,3.61,929140,29.00%,17322.00,70,899,13,786,557,101,11,Canis familiaris,ABB0246,Species,Faecal
EHM030368,EHA01896_bin.30.fa,Individual,EHA01896,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp900555845,97.37,54.21,3.19,1205203,29.00%,8277.00,183,1213,38,1007,629,181,15,Canis familiaris,ABB0246,Species,Faecal
EHM030519,EHA01892_bin.22.fa,Individual,EHA01892,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp900555845,98.43,65.26,1.62,884052,29.00%,5430.00,186,833,13,697,464,125,15,Canis familiaris,ABB0246,Species,Faecal
EHM030639,EHA01899_bin.29.fa,Individual,EHA01899,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp900555845,96.95,53.34,4.65,904772,29.00%,7210.00,143,965,14,771,489,183,19,Canis familiaris,ABB0246,Species,Faecal
EHM030928,EHA01885_bin.19.fa,Individual,EHA01885,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp900555845,98.07,79.95,1.34,1260988,29.00%,11491.00,171,1245,27,976,655,256,21,Canis familiaris,ABB0246,Species,Faecal
EHM030052,EHA01881_bin.23.fa,Individual,EHA01881,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__,94.35,57.11,7.11,1168104,30.00%,3840.00,334,970,25,791,491,163,17,Canis familiaris,ABB0246,Genus,Faecal
EHM030490,EHA01880_bin.19.fa,Individual,EHA01880,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__,94.83,64.76,4.74,1263026,30.00%,6668.00,237,1169,24,976,653,180,15,Canis familiaris,ABB0246,Genus,Faecal
EHM031318,EHA01890_bin.55.fa,Individual,EHA01890,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__,94.17,59.70,8.88,1461755,30.00%,3912.00,418,1228,28,968,593,240,20,Canis familiaris,ABB0246,Genus,Faecal
EHM029842,EHA01876_bin.6.fa,Individual,EHA01876,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900554885,96.66,61.83,0.96,1242552,29.00%,10043.00,153,1231,23,983,658,228,19,Canis familiaris,ABB0246,Species,Faecal
EHM029860,EHA01882_bin.22.fa,Individual,EHA01882,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900541465,95.25,68.85,2.49,1224238,30.00%,5830.00,265,1117,25,923,616,181,16,Canis familiaris,ABB0246,Species,Faecal
EHM029909,EHA01874_bin.19.fa,Individual,EHA01874,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900541465,95.96,78.07,2.67,1038842,31.00%,4819.00,250,940,14,772,549,153,16,Canis familiaris,ABB0246,Species,Faecal
EHM030072,EHA01878_bin.12.fa,Individual,EHA01878,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp019416865,98.79,92.10,1.66,1778958,31.00%,17603.00,133,1744,35,1436,989,278,16,Canis familiaris,ABB0246,Species,Faecal
EHM030115,EHA01879_bin.28.fa,Individual,EHA01879,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900541465,95.58,66.49,2.18,1000332,30.00%,5945.00,220,907,17,770,500,127,14,Canis familiaris,ABB0246,Species,Faecal
EHM030118,EHA01879_bin.31.fa,Individual,EHA01879,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900554885,96.56,60.09,3.29,1012913,29.00%,10391.00,130,1045,15,832,534,197,19,Canis familiaris,ABB0246,Species,Faecal
EHM030256,EHA01897_bin.6.fa,Individual,EHA01897,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900554885,97.12,60.12,1.86,1232426,29.00%,7941.00,193,1195,29,982,653,193,16,Canis familiaris,ABB0246,Species,Faecal
EHM030364,EHA01896_bin.27.fa,Individual,EHA01896,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900541465,95.16,69.48,1.84,1089226,30.00%,5760.00,237,1000,19,829,540,161,16,Canis familiaris,ABB0246,Species,Faecal
EHM030366,EHA01896_bin.29.fa,Individual,EHA01896,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900554885,97.00,81.03,2.55,1100445,30.00%,10748.00,133,1126,25,951,675,160,14,Canis familiaris,ABB0246,Species,Faecal
EHM030410,EHA01893_bin.34.fa,Individual,EHA01893,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900554885,96.62,51.32,4.19,1183260,29.00%,10644.00,161,1171,26,927,602,226,19,Canis familiaris,ABB0246,Species,Faecal
EHM030631,EHA01899_bin.21.fa,Individual,EHA01899,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900541465,95.50,76.13,5.03,1192037,30.00%,7071.00,227,1116,19,926,630,172,15,Canis familiaris,ABB0246,Species,Faecal
EHM030752,EHA01872_bin.35.fa,Individual,EHA01872,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900554885,96.81,53.54,4.56,1089386,29.00%,7545.00,165,1111,26,883,563,208,19,Canis familiaris,ABB0246,Species,Faecal
EHM030780,EHA01894_bin.26.fa,Individual,EHA01894,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900541465,95.99,57.85,4.70,956163,31.00%,4932.00,245,810,14,674,463,125,15,Canis familiaris,ABB0246,Species,Faecal
EHM030788,EHA01894_bin.7.fa,Individual,EHA01894,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900554885,96.67,70.67,3.82,1355749,29.00%,7566.00,230,1321,30,1059,707,242,18,Canis familiaris,ABB0246,Species,Faecal
EHM030980,EHA01873_bin.21.fa,Individual,EHA01873,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900554355,96.52,56.00,8.50,1422253,29.00%,12019.00,160,1419,41,1124,722,274,19,Canis familiaris,ABB0246,Species,Faecal
EHM031203,EHA01887_bin.29.fa,Individual,EHA01887,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900541465,95.36,81.18,3.77,1473471,30.00%,6099.00,293,1372,29,1111,727,233,17,Canis familiaris,ABB0246,Species,Faecal
EHM031211,EHA01887_bin.32.fa,Individual,EHA01887,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp019416865,98.86,54.59,2.12,1169132,31.00%,3402.00,386,880,15,707,432,154,18,Canis familiaris,ABB0246,Species,Faecal
EHM031319,EHA01890_bin.56.fa,Individual,EHA01890,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900554885,95.04,83.58,8.39,1696521,29.00%,5931.00,369,1526,29,1193,770,316,21,Canis familiaris,ABB0246,Species,Faecal
EHM031425,EHA01891_bin.13.fa,Individual,EHA01891,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__Fusobacterium_B sp900554885,96.09,69.10,6.10,1253193,30.00%,7523.00,212,1251,26,968,668,265,21,Canis familiaris,ABB0246,Species,Faecal
EHM030305,EHA01895_bin.26.fa,Individual,EHA01895,2.3.0,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_A,s__,0.00,52.80,5.91,1214201,36.00%,4283.00,313,1058,14,680,454,352,33,Canis familiaris,ABB0246,Genus,Faecal
EHM031427,EHA01891_bin.15.fa,Individual,EHA01891,2.3.0,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_C,s__,93.53,81.69,0.05,1619165,39.00%,4658.00,404,1484,30,1038,654,409,28,Canis familiaris,ABB0246,Genus,Faecal
EHM030367,EHA01896_bin.3.fa,Individual,EHA01896,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__Lachnospira sp900552795,98.75,58.77,1.54,1425916,37.00%,2942.00,496,982,28,724,404,242,25,Canis familiaris,ABB0246,Species,Faecal
EHM030092,EHA01878_bin.6.fa,Individual,EHA01878,2.3.0,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__,87.81,93.82,0.34,2100115,31.00%,6280.00,402,1813,24,1385,927,398,22,Canis familiaris,ABB0246,Genus,Faecal
EHM030314,EHA01895_bin.6.fa,Individual,EHA01895,2.3.0,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__,87.98,76.15,2.52,1635634,31.00%,3678.00,496,1178,17,892,575,268,23,Canis familiaris,ABB0246,Genus,Faecal
EHM029878,EHA01875_bin.16.fa,Individual,EHA01875,2.3.0,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__Mailhella sp020024815,95.60,97.37,0.32,2224113,31.00%,12563.00,233,2001,32,1530,1044,435,22,Canis familiaris,ABB0246,Species,Faecal
EHM029885,EHA01875_bin.22.fa,Individual,EHA01875,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Mediterranea,s__,77.37,51.59,9.91,1902320,46.00%,53555.00,56,1594,97,1314,773,259,16,Canis familiaris,ABB0246,Genus,Faecal
EHM030747,EHA01872_bin.30.fa,Individual,EHA01872,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Mediterranea,s__,77.06,81.26,0.36,2782596,43.00%,29067.00,140,2267,158,1819,1102,417,18,Canis familiaris,ABB0246,Genus,Faecal
EHM030775,EHA01894_bin.20.fa,Individual,EHA01894,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Mediterranea,s__,77.58,60.25,1.53,1876782,43.00%,62503.00,53,1570,86,1276,774,273,17,Canis familiaris,ABB0246,Genus,Faecal
EHM030933,EHA01885_bin.6.fa,Individual,EHA01885,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Mediterranea,s__,78.16,99.89,1.16,2970649,45.00%,110401.00,63,2464,151,2009,1194,423,17,Canis familiaris,ABB0246,Genus,Faecal
EHM030755,EHA01872_bin.38.fa,Individual,EHA01872,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__Merdicola,s__,96.94,54.37,8.44,1949759,29.00%,3058.00,659,1521,17,819,405,680,45,Canis familiaris,ABB0246,Genus,Faecal
EHM030224,EHA01888_bin.16.fa,Individual,EHA01888,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__,0.00,80.88,4.55,2235223,29.00%,2726.00,807,1541,13,705,379,831,54,Canis familiaris,ABB0246,Genus,Faecal
EHM029839,EHA01876_bin.3.fa,Individual,EHA01876,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter hiranonis,96.91,60.21,4.62,621731,32.00%,2358.00,245,341,2,230,156,110,32,Canis familiaris,ABB0246,Species,Faecal
EHM029876,EHA01875_bin.14.fa,Individual,EHA01875,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter sp900550335,96.63,86.68,6.38,1758652,31.00%,2777.00,650,1116,10,805,531,294,26,Canis familiaris,ABB0246,Species,Faecal
EHM029903,EHA01874_bin.13.fa,Individual,EHA01874,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter hiranonis,0.00,53.86,1.17,649358,32.00%,2468.00,269,362,2,299,210,58,16,Canis familiaris,ABB0246,Species,Faecal
EHM030248,EHA01897_bin.20.fa,Individual,EHA01897,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter sp900550335,97.38,73.56,8.80,1749663,31.00%,4806.00,438,1511,18,1215,734,272,18,Canis familiaris,ABB0246,Species,Faecal
EHM030308,EHA01895_bin.29.fa,Individual,EHA01895,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter sp900550335,97.27,62.86,6.50,699947,33.00%,4160.00,193,614,4,494,342,118,19,Canis familiaris,ABB0246,Species,Faecal
EHM030375,EHA01896_bin.38.fa,Individual,EHA01896,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter sp900550335,97.56,50.67,1.79,674200,31.00%,2783.00,250,431,2,336,236,90,21,Canis familiaris,ABB0246,Species,Faecal
EHM030399,EHA01893_bin.24.fa,Individual,EHA01893,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter sp900550335,0.00,72.19,7.15,1559926,31.00%,4000.00,446,1208,12,964,586,225,19,Canis familiaris,ABB0246,Species,Faecal
EHM030489,EHA01880_bin.18.fa,Individual,EHA01880,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter sp900550335,0.00,66.92,8.61,1636720,31.00%,3192.00,542,1193,13,893,560,283,24,Canis familiaris,ABB0246,Species,Faecal
EHM030524,EHA01892_bin.27.fa,Individual,EHA01892,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter sp900550335,96.02,71.22,9.63,1873085,31.00%,3097.00,632,1297,13,972,587,304,23,Canis familiaris,ABB0246,Species,Faecal
EHM030708,EHA01889_bin.14.fa,Individual,EHA01889,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter sp900550335,0.00,60.32,7.94,1626490,31.00%,3413.00,516,1211,13,933,559,261,22,Canis familiaris,ABB0246,Species,Faecal
EHM030724,EHA01872_bin.1.fa,Individual,EHA01872,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter sp900550335,97.82,94.78,4.62,2083732,31.00%,11071.00,278,1945,16,1424,929,494,25,Canis familiaris,ABB0246,Species,Faecal
EHM030872,EHA01877_bin.19.fa,Individual,EHA01877,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter hiranonis,0.00,63.42,9.97,1216445,32.00%,3355.00,386,950,8,751,471,185,19,Canis familiaris,ABB0246,Species,Faecal
EHM030927,EHA01885_bin.18.fa,Individual,EHA01885,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter sp900550335,0.00,72.55,8.32,995084,32.00%,2751.00,364,619,8,447,296,163,26,Canis familiaris,ABB0246,Species,Faecal
EHM030969,EHA01873_bin.11.fa,Individual,EHA01873,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptacetobacter,s__Peptacetobacter sp900550335,96.86,77.08,8.61,1698152,32.00%,2565.00,647,1007,9,703,438,289,29,Canis familiaris,ABB0246,Species,Faecal
EHM030088,EHA01878_bin.29.fa,Individual,EHA01878,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__,95.45,69.79,4.05,2101892,42.00%,51601.00,84,1765,97,1385,845,355,20,Canis familiaris,ABB0246,Genus,Faecal
EHM030230,EHA01888_bin.4.fa,Individual,EHA01888,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__,0.00,94.69,0.07,2704864,51.00%,54698.00,89,2171,101,1813,1152,320,15,Canis familiaris,ABB0246,Genus,Faecal
EHM030398,EHA01893_bin.23.fa,Individual,EHA01893,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__,0.00,51.37,9.17,1585763,44.00%,7537.00,253,1455,61,1119,656,319,22,Canis familiaris,ABB0246,Genus,Faecal
EHM029844,EHA01876_bin.8.fa,Individual,EHA01876,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola sp900546645,98.89,99.33,0.09,3143751,43.00%,34271.00,166,2731,130,2070,1225,629,23,Canis familiaris,ABB0246,Species,Faecal
EHM030298,EHA01895_bin.2.fa,Individual,EHA01895,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola sp900544075,95.32,98.33,0.97,2836122,41.00%,14918.00,270,2579,125,1942,1072,598,23,Canis familiaris,ABB0246,Species,Faecal
EHM031169,EHA01887_bin.13.fa,Individual,EHA01887,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola plebeius,96.14,51.86,8.27,2248627,44.00%,2501.00,919,1142,69,845,396,280,25,Canis familiaris,ABB0246,Species,Faecal
EHM031276,EHA01890_bin.17.fa,Individual,EHA01890,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola plebeius,96.81,94.12,1.09,3480027,44.00%,70032.00,100,2889,185,2329,1419,523,18,Canis familiaris,ABB0246,Species,Faecal
EHM029902,EHA01874_bin.12.fa,Individual,EHA01874,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ruminococcus_B,s__,96.88,53.24,5.85,2162452,42.00%,2404.00,883,1223,20,790,392,416,34,Canis familiaris,ABB0246,Genus,Faecal
EHM030505,EHA01892_bin.1.fa,Individual,EHA01892,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Sarcina,s__Sarcina perfringens,98.00,84.01,2.36,2899786,28.00%,4814.00,693,2508,71,1910,1199,561,22,Canis familiaris,ABB0246,Species,Faecal
EHM030883,EHA01877_bin.6.fa,Individual,EHA01877,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Sarcina,s__Sarcina perfringens,98.46,99.93,1.20,2982968,28.00%,17732.00,276,2846,84,2207,1466,605,21,Canis familiaris,ABB0246,Species,Faecal
EHM031266,EHA01871_bin.8.fa,Individual,EHA01871,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Sarcina,s__Sarcina perfringens,97.61,53.22,4.98,2077594,29.00%,2297.00,899,986,19,602,323,375,38,Canis familiaris,ABB0246,Species,Faecal
EHM031423,EHA01891_bin.11.fa,Individual,EHA01891,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Sarcina,s__Sarcina perfringens,98.39,87.90,1.54,3044352,28.00%,8935.00,470,2828,81,2164,1384,621,22,Canis familiaris,ABB0246,Species,Faecal
EHM029859,EHA01882_bin.21.fa,Individual,EHA01882,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Schaedlerella,s__,0.00,56.78,5.56,2543477,37.00%,2669.00,947,1661,47,1042,439,606,36,Canis familiaris,ABB0246,Genus,Faecal
EHM031322,EHA01890_bin.6.fa,Individual,EHA01890,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Schaedlerella,s__,0.00,96.50,0.38,1973302,39.00%,150391.00,28,1793,37,1564,1073,207,12,Canis familiaris,ABB0246,Genus,Faecal
EHM029835,EHA01876_bin.17.fa,Individual,EHA01876,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Sutterella,s__,0.00,56.67,7.90,1368766,59.00%,2886.00,494,840,11,662,454,164,20,Canis familiaris,ABB0246,Genus,Faecal
EHM029904,EHA01874_bin.14.fa,Individual,EHA01874,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Sutterella,s__,94.78,64.42,6.51,1004272,51.00%,2473.00,405,564,5,426,299,128,23,Canis familiaris,ABB0246,Genus,Faecal
EHM030162,EHA01884_bin.15.fa,Individual,EHA01884,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Sutterella,s__,93.47,61.59,9.49,3042504,49.00%,23693.00,204,2677,29,1875,1190,731,27,Canis familiaris,ABB0246,Genus,Faecal
EHM030178,EHA01883_bin.14.fa,Individual,EHA01883,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Sutterella,s__,0.00,53.38,2.83,822417,58.00%,2531.00,321,461,7,376,259,75,16,Canis familiaris,ABB0246,Genus,Faecal
